,track_id,track_name,artist_name,year,popularity,artwork_url,album_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_url,language,Cluster
30,1IEp8PxJDBsFzgzwzdwSBA,"Goodnight Saigon - Live at Madison Square Garden, New York, NY - December 31, 1999",Billy Joel,2000,13,https://i.scdn.co/image/ab67616d0000b27374b8d1f671e22f3bb166ded3,2000 Years - The Millennium Concert,0.0737,0.299,448000.0,0.625,0.000414,11.0,0.995,-6.074,1.0,0.0491,105.242,4.0,0.165,https://open.spotify.com/track/1IEp8PxJDBsFzgzwzdwSBA,English,2
31,0YFhLxNsB5MGEahYYKbw5W,A Suspicious Hat,Daniel Pemberton,2022,2,https://i.scdn.co/image/ab67616d0000b2736d3c03266b2cef0cb01159b7,See How They Run (Original Motion Picture Soundtrack),0.00256,0.186,43627.0,0.0203,0.895,7.0,0.104,-34.07,1.0,0.0371,70.413,3.0,0.026,https://open.spotify.com/track/0YFhLxNsB5MGEahYYKbw5W,English,3
32,0sr5OOR8LAFSTeBWr0ekJT,cardigan,Taylor Swift,2021,35,https://i.scdn.co/image/ab67616d0000b27396585325ff31651e1509f4bf,Sunset Vibes,0.525,0.612,239560.0,0.58,0.000414,0.0,0.26,-8.572,0.0,0.0419,130.045,4.0,0.534,https://open.spotify.com/track/0sr5OOR8LAFSTeBWr0ekJT,English,0
33,4sLQqx5w5T8Gvw6oq85DqK,Don't Do Anything I Wouldn't Do,Ramin Djawadi,2011,2,https://i.scdn.co/image/ab67616d0000b2738a9e0f324f60389f09928fe2,Fright Night (Original Motion Picture Soundtrack),0.813,0.222,73093.0,0.048,0.971,0.0,0.172,-26.523,0.0,0.0464,89.454,3.0,0.0352,https://open.spotify.com/track/4sLQqx5w5T8Gvw6oq85DqK,English,3
34,5la4DuZIK3lxtpIQYNtrDU,Simple Rays,Blake Neely,2022,0,https://i.scdn.co/image/ab67616d0000b273691f62a18d29a2fd06cffb67,Warm Horizons,0.99,0.205,63804.0,0.0511,0.86,6.0,0.102,-26.197,1.0,0.0611,62.334,4.0,0.0665,https://open.spotify.com/track/5la4DuZIK3lxtpIQYNtrDU,English,3
35,7GtKq334KlhRsDvAv2AScI,A,GOT7,2014,28,https://i.scdn.co/image/ab67616d0000b273009cf12f58c37236b1bad28d,Identify,0.00766,0.713,181800.0,0.803,0.0,7.0,0.119,-3.691,0.0,0.0322,102.949,4.0,0.444,https://open.spotify.com/track/7GtKq334KlhRsDvAv2AScI,Korean,4
36,1PgFxUju7mHlAaEE9cKr0N,Aarti - Jai Ganesh Deva,Shankar Mahadevan,2014,19,https://i.scdn.co/image/ab67616d0000b27341008f8e4fb0dc7e3ec75742,Ganapati Visarjan - Uttar Puja & Aartis,0.554,0.573,321332.0,0.597,0.0,4.0,0.307,-5.896,1.0,0.0406,134.834,3.0,0.552,https://open.spotify.com/track/1PgFxUju7mHlAaEE9cKr0N,Unknown,0
37,1SUGMETOl8ATuRqgeKegh2,Tur Kalleyan (Nooran Sisters Version),"Pritam, Amitabh Bhattacharya, Nooran Sisters",2023,20,https://i.scdn.co/image/ab67616d0000b27328bdef294c8d1f558fe6cade,Laal Singh Chaddha (Extended Album),0.744,0.454,306167.0,0.566,0.00492,1.0,0.0599,-9.004,0.0,0.0412,84.909,4.0,0.332,https://open.spotify.com/track/1SUGMETOl8ATuRqgeKegh2,Hindi,0
38,1NSV1UUukcgQc3eSiS02zK,Sandhya Sandhya,"Deva, Unnikrishnan",1999,36,https://i.scdn.co/image/ab67616d0000b27371a88b46ca8883086d5f48e6,Ninaivirukkum Varai (Original Motion Picture Soundtrack),0.861,0.614,314120.0,0.288,0.00101,7.0,0.31,-10.707,0.0,0.0258,104.926,4.0,0.24,https://open.spotify.com/track/1NSV1UUukcgQc3eSiS02zK,Tamil,0
39,5tOggEiZ1kSbUaWFtMcgSz,Ardha Satabdi,Arijit Singh,2023,5,https://i.scdn.co/image/ab67616d0000b273f2eb0790faaab22110b3c96c,Ardha Satabdi,0.477,0.563,335757.0,0.752,0.000298,7.0,0.124,-5.292,1.0,0.0325,149.969,3.0,0.459,https://open.spotify.com/track/5tOggEiZ1kSbUaWFtMcgSz,Hindi,0
40,6tcEPj7sQMTlbOpcvmPnH6,Kuluvalilay,"A.R. Rahman, Vairamuthu, Udit Narayan, G. V. Prakash",1995,27,https://i.scdn.co/image/ab67616d0000b2730aac2401879f9b87d4ae270a,Muthu (Original Motion Picture Soundtrack),0.0201,0.871,373427.0,0.333,0.0,7.0,0.0799,-15.963,1.0,0.0554,121.958,4.0,0.45,https://open.spotify.com/track/6tcEPj7sQMTlbOpcvmPnH6,Tamil,4
41,1wKX5kdpcJU6SpE1WY8mQL,SINOSIJAK - iKONCERT 2016 SHOWTIME TOUR IN JAPAN,iKON,2016,3,https://i.scdn.co/image/ab67616d0000b273a1059ed9938479f7a32897c8,iKONCERT 2016 SHOWTIME TOUR IN JAPAN,0.0677,0.568,195027.0,0.946,0.0,2.0,0.649,-4.341,1.0,0.114,101.06,4.0,0.161,https://open.spotify.com/track/1wKX5kdpcJU6SpE1WY8mQL,Korean,2
42,1zAkNzJZVPrWDCnowb1vpZ,Oh Penne,"Anirudh Ravichander, Vishal Dadlani",2013,65,https://i.scdn.co/image/ab67616d0000b27335e00bf518c28471731ee55c,Vanakkam Chennai (Original Motion Picture Soundtrack),0.573,0.483,276400.0,0.65,2.97e-05,7.0,0.228,-6.752,0.0,0.0349,94.988,4.0,0.637,https://open.spotify.com/track/1zAkNzJZVPrWDCnowb1vpZ,Tamil,0
43,14wbRy3MkOZtGJarwgTYJ1,Talking to the Moon,Bruno Mars,2024,2,https://i.scdn.co/image/ab67616d0000b27318ebee8eb729268bc756cdd1,Something Sad,0.512,0.523,217867.0,0.607,0.0,1.0,0.106,-4.754,0.0,0.03,145.837,4.0,0.0651,https://open.spotify.com/track/14wbRy3MkOZtGJarwgTYJ1,English,0
44,20yljTWyYyNJMpgOKqHwZx,"Merry Christmas (Title Track) (From ""Merry Christmas"") [Tamil]","Pritam, Benny Dayal, Yugabharathi",2023,30,https://i.scdn.co/image/ab67616d0000b2731fed57a7fde293574c686d64,"Merry Christmas (Title Track) (From ""Merry Christmas"") [Tamil]",0.581,0.711,152000.0,0.604,0.0,2.0,0.184,-6.869,1.0,0.0303,105.018,4.0,0.716,https://open.spotify.com/track/20yljTWyYyNJMpgOKqHwZx,Hindi,0
45,388aWQ8Bbl0I4BxXuuPqbh,Shona Re,Javed Ali,2019,0,https://i.scdn.co/image/ab67616d0000b2737f9010417459a00d00685a69,Whatsapp Love (Original Motion Picture Soundtrack),0.403,0.598,365120.0,0.697,0.0,3.0,0.526,-6.332,0.0,0.0409,108.034,4.0,0.408,https://open.spotify.com/track/388aWQ8Bbl0I4BxXuuPqbh,Hindi,2
46,4vWuY0vuiPOVBI8TeQKoza,Fuel and Air,Daniel Pemberton,2023,11,https://i.scdn.co/image/ab67616d0000b273fac489141cfb7b7379d24611,Ferrari (Original Motion Picture Soundtrack),0.271,0.44,161853.0,0.75,0.802,2.0,0.0985,-12.396,0.0,0.0416,139.912,3.0,0.337,https://open.spotify.com/track/4vWuY0vuiPOVBI8TeQKoza,English,3
47,2iAH4P8sNCYhsLG3KyIL1d,Watch Yourself,Blake Neely,2021,9,https://i.scdn.co/image/ab67616d0000b2737acfed4cd5abacec5e16a9c8,All American: Season 1 (Original Television Soundtrack),0.916,0.156,399693.0,0.0104,0.93,2.0,0.101,-29.627,0.0,0.0382,138.282,4.0,0.0355,https://open.spotify.com/track/2iAH4P8sNCYhsLG3KyIL1d,English,3
48,2aIuNTAKqE1hoDzRGj80Ns,Magic,Coldplay,2024,1,https://i.scdn.co/image/ab67616d0000b2733727bd2b6a0f7579ddc08730,POPCITO Y MÁS POP,0.0266,0.738,285014.0,0.482,0.621,6.0,0.106,-8.917,0.0,0.0402,93.457,4.0,0.352,https://open.spotify.com/track/2aIuNTAKqE1hoDzRGj80Ns,English,4
49,0N7zmSVtuKwTpONICflk84,Viva La Vida,Coldplay,2024,2,https://i.scdn.co/image/ab67616d0000b2732aa29e4c4096c60d3453f51b,Best 00s,0.0954,0.486,242373.0,0.617,3.23e-06,5.0,0.109,-7.115,0.0,0.0287,138.015,4.0,0.417,https://open.spotify.com/track/0N7zmSVtuKwTpONICflk84,English,4
50,7rc6L3UtM0uvwfpsl07GBL,Feeling Good,Avicii,2015,58,https://i.scdn.co/image/ab67616d0000b273349ec39f83d25520a7981aa7,Feeling Good,0.34,0.32,230425.0,0.588,0.0,11.0,0.112,-5.49,0.0,0.0449,131.585,4.0,0.111,https://open.spotify.com/track/7rc6L3UtM0uvwfpsl07GBL,English,0
51,7cIn67LEvk16v6komC8znS,ONE SPARK,TWICE,2024,80,https://i.scdn.co/image/ab67616d0000b273bd8c739ce7e59ae9414c7a26,With YOU-th,0.0151,0.592,183559.0,0.766,0.0,4.0,0.753,-4.928,0.0,0.0727,169.005,4.0,0.413,https://open.spotify.com/track/7cIn67LEvk16v6komC8znS,Korean,2
52,70Jiq79v9N7DT06WSMuNBT,Naane Indhiran,"Devi Sri Prasad, Benny Dayal, Manikka Vinayagam",2010,45,https://i.scdn.co/image/ab67616d0000b273b43f4a0b80012878807a2fab,Singam (Original Motion Picture Soundtrack),0.139,0.783,331893.0,0.917,0.00338,10.0,0.301,-4.096,0.0,0.156,87.516,4.0,0.931,https://open.spotify.com/track/70Jiq79v9N7DT06WSMuNBT,Unknown,4
53,7EZfb3bKCHm2Bekdpj7cIO,"Idhu Varai (From ""Goa"")","Yuvan Shankar Raja, Ajesh, Andrea Jeremiah",2018,24,https://i.scdn.co/image/ab67616d0000b273cbb852c7ef0daf9f87816138,All About Love: Yuvanshankar Raja,0.481,0.67,284480.0,0.517,2.49e-05,5.0,0.217,-6.963,0.0,0.039,77.514,4.0,0.615,https://open.spotify.com/track/7EZfb3bKCHm2Bekdpj7cIO,Tamil,0
54,4YQ2t9Hufmb1bQbuMy6eGB,Tu Gran Día,Bibi,2020,0,https://i.scdn.co/image/ab67616d0000b273558e3c3713990de24b6a8dbf,El Mundo Mágico de Bibi,0.116,0.687,195960.0,0.529,0.0,1.0,0.187,-10.146,0.0,0.0493,138.991,4.0,0.765,https://open.spotify.com/track/4YQ2t9Hufmb1bQbuMy6eGB,Korean,4
55,57r6kmyeZaJCG3ln8cOTvQ,BAD BOY - G-DRAGON 2013 WORLD TOUR 〜ONE OF A KIND〜 IN JAPAN DOME SPECIAL,BIGBANG,2013,11,https://i.scdn.co/image/ab67616d0000b273e92f830c2360288e7bd85276,G-DRAGON 2013 WORLD TOUR 〜ONE OF A KIND〜 IN JAPAN DOME SPECIAL,0.102,0.462,298093.0,0.92,0.0,9.0,0.766,-4.006,0.0,0.176,75.062,4.0,0.36,https://open.spotify.com/track/57r6kmyeZaJCG3ln8cOTvQ,Korean,2
56,5462rnJ7FfPE7o5qXkaOpp,Mercy,"The Blessed Madonna, Jacob Lusk, Gabriels",2024,0,https://i.scdn.co/image/ab67616d0000b273c28836db3ec1751ea967fce0,Summer Down Under,0.00589,0.815,178243.0,0.645,2.96e-05,2.0,0.709,-6.046,0.0,0.0938,126.994,4.0,0.652,https://open.spotify.com/track/5462rnJ7FfPE7o5qXkaOpp,English,2
57,6vLrKuuyHDa66VKUaj3KGY,Tar Katha,Shreya Ghoshal,2019,2,https://i.scdn.co/image/ab67616d0000b273715826bf7902c246e968bdbb,Abelay,0.35,0.67,309488.0,0.496,0.00349,9.0,0.135,-10.009,0.0,0.0333,100.074,4.0,0.231,https://open.spotify.com/track/6vLrKuuyHDa66VKUaj3KGY,Unknown,0
58,6vSwxzO2Qf4BinHSXRwZJe,Tenerife Sea,Ed Sheeran,2013,54,https://i.scdn.co/image/ab67616d0000b273d08209944468440145f01524,x (Wembley Edition),0.697,0.53,241347.0,0.346,1.07e-05,8.0,0.105,-10.497,1.0,0.0376,121.876,4.0,0.359,https://open.spotify.com/track/6vSwxzO2Qf4BinHSXRwZJe,English,0
59,1UmcOdo4O9ogy8b2P0UIm6,Honest,"Justin Bieber, Don Toliver",2022,0,https://i.scdn.co/image/ab67616d0000b2731a472c17d8d7c026aeb310ea,同學都在聽英文歌,0.124,0.816,193322.0,0.643,2.59e-05,8.0,0.105,-7.138,0.0,0.0663,150.02,4.0,0.797,https://open.spotify.com/track/1UmcOdo4O9ogy8b2P0UIm6,English,4
60,2K9uOczZgzGzvxb7ZgRJNK,Malhari,"Vishal Dadlani, Prashant Ingole",2015,55,https://i.scdn.co/image/ab67616d0000b2736b01530825529db0bee75515,Bajirao Mastani (Original Motion Picture Soundtrack),0.0592,0.5,244048.0,0.932,0.0,1.0,0.302,-4.501,0.0,0.0827,115.0,3.0,0.32,https://open.spotify.com/track/2K9uOczZgzGzvxb7ZgRJNK,Unknown,4
61,2RIay2O93w2ii0zECu7WNz,Closer,SHINee,2021,34,https://i.scdn.co/image/ab67616d0000b2731aaa4b67d23a914ecde368eb,SUPERSTAR,0.63,0.726,163267.0,0.589,0.0,11.0,0.462,-5.091,1.0,0.0429,105.054,4.0,0.864,https://open.spotify.com/track/2RIay2O93w2ii0zECu7WNz,Korean,2
62,64RjrhuYZXXvmdjOzhRTCo,Pyar Huaa Jabse,"Mohit Chauhan, Twinkle Vaishnav",2020,5,https://i.scdn.co/image/ab67616d0000b273e7aa830b3f09aecb0c07304a,Pyar Huaa Jabse,0.194,0.657,392875.0,0.457,9.46e-06,9.0,0.11,-6.587,0.0,0.0281,130.054,4.0,0.176,https://open.spotify.com/track/64RjrhuYZXXvmdjOzhRTCo,Hindi,0
63,2C15cA1KMBnM6D6lADBy4c,Pappala Pappa,"D. Imman, Anuradha Sriram",2006,10,https://i.scdn.co/image/ab67616d0000b27359f622e50aba9a95c0cb5afa,Vaathiyar (Original Motion Picture Soundtrack),0.359,0.696,291997.0,0.891,3.4e-06,11.0,0.116,-4.72,0.0,0.344,169.838,4.0,0.808,https://open.spotify.com/track/2C15cA1KMBnM6D6lADBy4c,Tamil,4
64,6ScP37QIcGBHYbNXz7ISQv,"Yathe Yathe (From ""Aadukalam"")",G. V. Prakash,2015,4,https://i.scdn.co/image/ab67616d0000b2730114543aaab6382e633ceb1d,Playback: Kaadhal Galatta - Fun Tamil Love Songs,0.791,0.454,344360.0,0.606,0.0,9.0,0.0888,-4.605,0.0,0.0604,104.973,3.0,0.473,https://open.spotify.com/track/6ScP37QIcGBHYbNXz7ISQv,Tamil,0
65,0OHYq1Teli5PNDFq66I3fB,United We Stand,Ramin Djawadi,2019,1,https://i.scdn.co/image/ab67616d0000b2736ccc884080849753df96433f,The Queen's Corgi (Original Motion Picture Soundtrack),0.77,0.378,63065.0,0.0712,0.629,9.0,0.0809,-24.559,0.0,0.0287,83.986,4.0,0.0646,https://open.spotify.com/track/0OHYq1Teli5PNDFq66I3fB,English,3
